"Ebola vaccine, SKAU Vaccines",2013-02-08,"SKAU Vaccines is investigating a vaccine, based on the company's proprietary Hyper Immunogenic Antigen (HIA) technology, for the potential prevention or treatment of <b>Ebola</b> infection. In February 2013, the vaccine was in preclinical development. At that time, the company was seeking to outlicense the vaccine [1368512].",0,neutral
"rVSV Ebola/Marburg vaccine, Profectus BioSciences",2011-09-22,"...G-proteins, developed using the company's vesiculovirus‐vectored vaccine delivery platform, for the potential treatment of <b>Ebola</b> and Marburg viruses [1224706], [1286555], [1480508]. In January 2014, preclinical development was ongoing [1515084].In September...EboV and MarV infections [1514939]. By September 2011, preclinical studies had showed that a single injection of the rVSV-<b>Ebola</b> vaccine protected guinea pigs and rhesus macaques against the Zaire strain of <b>Ebola</b> virus [1224706].",0,neutral
"Ebola virus entry inhibitors, Microbiotix",2010-07-19,"...small molecules that inhibit viral entry for the potential treatment or prevention of <b>Ebola</b> virus infection [1116744], [1394538]. By July 2009, screening was underway [1117135...2012, the company was planning to evaluate the compounds in a guinea pig model of <b>Ebola</b> virus infection [1394538].By July 2009, approximately 52,500 compounds had been screened for viral entry inhibition activity. Eight compounds inhibited <b>Ebola</b> virus infection with IC50 values below 20 microM [1117135]. In July 2010, further...",0.7494501703996218,positive
"viral capsid assembly inhibitors (HCV/Ebola/VEEV infection), Prosetta",2011-07-14,"...of viral capsid assembly inhibitors, for the potential treatment of hepatitis C, <b>Ebola</b> and Venezuelan equine encephalitis virus (VEEV) infections. By April 2010, SAR work...of viral capsid assembly inhibitors, for the potential treatment of hepatitis C, <b>Ebola</b> and Venezuelan equine encephalitis virus (VEEV) infections. By April 2010, SAR work...studies expected soon [1092410], [1094352], [1094433], [1091578], [1091792], [1092352]. <b>Ebola</b> virusIn April 2010, preclinical data were presented at the 23rd International Conference...",0,neutral
"antibody vaccine (ebola virus infection), US Army Medical Research and Materiel Command",2013-07-12,"The US Army Medical Research and Materiel Command is investigating an antibody vaccine, which binds to the virus and inhibits it from spreading, for the potential prevention and treatment of <b>Ebola</b> virus infection. In July 2010, the agency was seeking to outlicense the program [1451538].",0,neutral
"trimeric non-degradable protease-resistant D-peptide program (ebola virus infection), Navigen",2013-04-04,"Navigen Pharmaceuticals, is investigating a trimeric non-degradable protease-resistant D-peptides found on <b>ebola</b> viral surface, for the potential prevention of <b>ebola</b> virus. In June 2012, development of the program was ongoing [1394704]; in September 2013, this was still the case [1478837].",0.5685799620527161,positive
"neutralizing antibody (Ebola virus infection), Scripps/USAMRIID",2011-11-23,"The Scripps Research Institute and the US Army Medical Research Institute of Infectious Diseases (USAMRIID) are investigating the antibody 16F6 for the potential treatment of <b>Ebola</b>-Sudan virus infection [1241883], [1242175].In November 2011, data were published showing that the antibody neutralized Sudan virus in vitro and also significantly delayed death in mice infected with the virus [1241883], [1242175].",-0.5274215517597863,negative
"vaccine (Marburg/Ebola virus infection), Okairos",2009-05-26,"Okairos, a subsidiary of GlaxoSmithKline, is investigating a vaccine for the potential treatment or prevention of <b>Ebola</b> virus infection [1012432], [1430235]. By April 2009, preclinical studies were ongoing [1012432]. In June 2012, the vaccine was listed as being under preclinical development [1302855]. In May 2013, this was still the case [1430880].",0,neutral
"adenovirus vector 5-based ebola vaccine (oral/tablet), Vaxart",2013-03-26,"Vaxart is investigating an oral tablet formulation of non-replicating adenovirus vector type 5-based vaccine, for the potential treatment or prevention of <b>Ebola</b> virus infection. In January 2013, the vaccine was listed as being in immunogenicity studies [1394706].",0,neutral
"fully human monoclonal antibody therapy (ebola virus infection), Humabs BioMed",2012-04-20,"Humabs BioMed is investigating fully human mAbs for the potential treatment of <b>Ebola</b> virus infection. In April 2012, the antibodies were listed as being in preclinical development [1280479]; in January 2014, this was still the case [1516284]. In April 2012, the company was seeking to outlicense the antibodies [1280479]; in January 2014, this was still the case [1516284].",0,neutral
